row_index,rank,feature,feature_value,shap_value,plain_explanation
37801,2,total_activity,285,2.465243366,Overall system activity was unusually high
37801,3,file_activity,128,1.078601371,File-related activity was unusually high
1442,1,total_activity,305,2.447415476,Overall system activity was unusually high
1442,2,combined_risk,3.680104517,1.556042778,Multiple risk signals increased at the same time
1442,3,behavioral_risk_3week_avg,8.333333333,1.162201778,Suspicious behavior stayed elevated over several weeks
15571,1,combined_risk,2.636431504,3.053808961,Multiple risk signals increased at the same time
15571,2,total_activity,190,2.402874028,Overall system activity was unusually high
15571,3,email_weekly_emails_with_attachments,3.8548965,0.397915415,Many emails included attachments
5816,1,total_activity,264,3.826970999,Overall system activity was unusually high
5816,2,combined_risk,2.696341919,2.507296923,Multiple risk signals increased at the same time
5816,3,email_weekly_emails_with_attachments,8.716694894,0.435621134,Many emails included attachments
16120,1,combined_risk,2.649309444,2.727489047,Multiple risk signals increased at the same time
16120,2,total_activity,253,2.721726427,Overall system activity was unusually high
16120,3,file_activity,120,1.172134435,File-related activity was unusually high
5159,1,combined_risk,3.065322882,3.944721812,Multiple risk signals increased at the same time
5159,2,http_weekly_active_days,5.504626106,1.595224052,Web activity occurred across many days
5159,3,total_activity,108,0.436156564,Overall system activity was unusually high
5293,1,combined_risk,3.079320642,2.562039621,Multiple risk signals increased at the same time
5293,2,behavioral_risk_3week_avg,6.666666667,1.452501442,Suspicious behavior stayed elevated over several weeks
5293,3,device_weekly_avg_device_connections_per_day,4.248695532,0.660884202,Daily external device usage was unusually high
35480,1,combined_risk,4.100037327,3.591516852,Multiple risk signals increased at the same time
35480,2,http_weekly_active_days,5.504626106,2.088846791,Web activity occurred across many days
35480,3,behavioral_risk_3week_avg,8,1.416166645,Suspicious behavior stayed elevated over several weeks
37798,1,combined_risk,3.165546846,3.08375136,Multiple risk signals increased at the same time
37798,2,total_activity,272,2.406047946,Overall system activity was unusually high
37798,3,file_activity,117,1.076891593,File-related activity was unusually high
8115,1,combined_risk,3.066442703,4.038355169,Multiple risk signals increased at the same time
8115,2,http_weekly_active_days,5.504626106,1.748825249,Web activity occurred across many days
8115,3,behavioral_risk_3week_avg,6,0.399521087,Suspicious behavior stayed elevated over several weeks
13807,1,combined_risk,3.534527809,3.683715188,Multiple risk signals increased at the same time
13807,2,http_weekly_active_days,7.407214,2.308572227,Web activity occurred across many days
13807,3,behavioral_risk_3week_avg,7,1.350437673,Suspicious behavior stayed elevated over several weeks
34220,1,combined_risk,2.614968272,2.408505311,Multiple risk signals increased at the same time
34220,2,total_activity,177,1.59396477,Overall system activity was unusually high
34220,3,behavioral_risk_3week_avg,4.666666667,0.596166106,Suspicious behavior stayed elevated over several weeks
3607,1,combined_risk,3.231616275,3.027680478,Multiple risk signals increased at the same time
3607,2,total_activity,412,2.624447144,Overall system activity was unusually high
3607,3,file_activity,230,1.076891593,File-related activity was unusually high
27984,1,total_activity,467,2.709864305,Overall system activity was unusually high
27984,2,combined_risk,3.777155655,1.978308954,Multiple risk signals increased at the same time
27984,3,behavioral_risk_3week_avg,7,1.29829877,Suspicious behavior stayed elevated over several weeks
5353,1,total_activity,271,3.38139993,Overall system activity was unusually high
5353,2,combined_risk,2.667786487,3.00462688,Multiple risk signals increased at the same time
5353,3,device_weekly_avg_device_connections_per_day,4.561392799,0.788540845,Daily external device usage was unusually high
20868,1,combined_risk,3.061216872,3.996379806,Multiple risk signals increased at the same time
20868,2,http_weekly_active_days,5.504626106,1.726763469,Web activity occurred across many days
20868,3,behavioral_risk_3week_avg,6,0.40005579,Suspicious behavior stayed elevated over several weeks
28069,1,combined_risk,4.083426652,2.046426767,Multiple risk signals increased at the same time
28069,2,behavioral_risk_3week_avg,8.333333333,1.406812881,Suspicious behavior stayed elevated over several weeks
28069,3,device_weekly_distinct_pcs_used,11.04996028,1.070550472,External devices were used on multiple computers
28087,1,combined_risk,4.094251586,2.081789726,Multiple risk signals increased at the same time
28087,2,behavioral_risk_3week_avg,6.666666667,1.497824014,Suspicious behavior stayed elevated over several weeks
28087,3,device_weekly_distinct_pcs_used,11.85641362,0.875065953,External devices were used on multiple computers
16526,1,combined_risk,4.084359836,2.182958009,Multiple risk signals increased at the same time
16526,2,behavioral_risk_3week_avg,7,1.45911555,Suspicious behavior stayed elevated over several weeks
16526,3,device_weekly_distinct_pcs_used,10.24350695,1.088315148,External devices were used on multiple computers
3616,1,combined_risk,3.120007465,3.081374022,Multiple risk signals increased at the same time
3616,2,total_activity,214,1.962824383,Overall system activity was unusually high
3616,3,file_activity,120,1.077356202,File-related activity was unusually high
5077,1,combined_risk,3.110115715,3.3456956,Multiple risk signals increased at the same time
5077,2,total_activity,186,1.767340783,Overall system activity was unusually high
5077,3,device_weekly_avg_device_connections_per_day,4.451948756,0.907090473,Daily external device usage was unusually high
17527,1,total_activity,653,2.716123111,Overall system activity was unusually high
17527,2,combined_risk,3.390630832,2.236565126,Multiple risk signals increased at the same time
17527,3,behavioral_risk_3week_avg,7.333333333,1.327173575,Suspicious behavior stayed elevated over several weeks
39410,1,combined_risk,3.164986935,3.105345221,Multiple risk signals increased at the same time
39410,2,total_activity,273,2.37688928,Overall system activity was unusually high
39410,3,file_activity,124,1.078601371,File-related activity was unusually high
17551,1,total_activity,321,2.523686638,Overall system activity was unusually high
17551,2,combined_risk,3.691302725,2.015293964,Multiple risk signals increased at the same time
17551,3,behavioral_risk_3week_avg,6.666666667,1.318765156,Suspicious behavior stayed elevated over several weeks
4732,1,combined_risk,3.787234043,3.036895829,Multiple risk signals increased at the same time
4732,2,total_activity,503,2.756965105,Overall system activity was unusually high
4732,3,file_activity,269,1.097126573,File-related activity was unusually high
35137,1,combined_risk,3.083613289,4.188506827,Multiple risk signals increased at the same time
35137,2,file_change,-56,0.779913734,File activity changed sharply compared with the previous week
35137,3,total_activity,126,0.470390032,Overall system activity was unusually high
21496,1,total_activity,235,2.953014587,Overall system activity was unusually high
21496,2,combined_risk,2.638484509,2.547297171,Multiple risk signals increased at the same time
21496,3,file_activity,105,1.178559027,File-related activity was unusually high
12232,1,behavioral_risk_3week_avg,8,1.458464157,Suspicious behavior stayed elevated over several weeks
12232,2,combined_risk,4.608435984,1.305887106,Multiple risk signals increased at the same time
12232,3,total_activity,175,1.089621519,Overall system activity was unusually high
21488,1,combined_risk,3.141470698,3.147372272,Multiple risk signals increased at the same time
21488,2,total_activity,239,2.477203158,Overall system activity was unusually high
21488,3,file_activity,108,1.176859068,File-related activity was unusually high
32688,1,total_activity,284,3.111573694,Overall system activity was unusually high
32688,2,combined_risk,2.672825681,2.599087423,Multiple risk signals increased at the same time
32688,3,file_activity,123,1.178498665,File-related activity was unusually high
16134,1,combined_risk,3.15304218,3.057955868,Multiple risk signals increased at the same time
16134,2,total_activity,260,2.618473316,Overall system activity was unusually high
16134,3,file_activity,128,1.097492221,File-related activity was unusually high
28859,1,combined_risk,3.073161627,4.338772424,Multiple risk signals increased at the same time
28859,2,http_weekly_active_days,5.504626106,1.867373317,Web activity occurred across many days
28859,3,behavioral_risk_3week_avg,6,0.421764577,Suspicious behavior stayed elevated over several weeks
13427,1,combined_risk,3.528368794,3.717326671,Multiple risk signals increased at the same time
13427,2,http_weekly_active_days,5.504626106,1.638430089,Web activity occurred across many days
13427,3,behavioral_risk_3week_avg,7,1.347410965,Suspicious behavior stayed elevated over several weeks
21468,1,total_activity,504,2.919796231,Overall system activity was unusually high
21468,2,combined_risk,3.298245614,1.989314035,Multiple risk signals increased at the same time
21468,3,behavioral_risk_3week_avg,6.666666667,1.153381046,Suspicious behavior stayed elevated over several weeks
37526,1,total_activity,191,3.827956524,Overall system activity was unusually high
37526,2,file_activity,102,2.015984161,File-related activity was unusually high
37526,3,risk_change,-35.4,1.46982013,Network-related risk increased compared with the previous week
39128,1,combined_risk,3.576334453,3.604720019,Multiple risk signals increased at the same time
39128,2,http_weekly_active_days,5.504626106,1.920813505,Web activity occurred across many days
39128,3,behavioral_risk_3week_avg,7,1.39636134,Suspicious behavior stayed elevated over several weeks
28329,1,total_activity,359,4.098088269,Overall system activity was unusually high
28329,2,logon_weekly_active_days,-1.428846822,0.838671123,Login activity occurred across many days
28329,3,behavioral_risk_3week_avg,4.666666667,0.774818031,Suspicious behavior stayed elevated over several weeks
32605,1,combined_risk,3.601530422,3.591516852,Multiple risk signals increased at the same time
32605,2,http_weekly_active_days,5.504626106,2.094309521,Web activity occurred across many days
32605,3,behavioral_risk_3week_avg,7,1.416701348,Suspicious behavior stayed elevated over several weeks
36841,1,combined_risk,3.066442703,4.012021091,Multiple risk signals increased at the same time
36841,2,http_weekly_active_days,5.504626106,1.754248396,Web activity occurred across many days
36841,3,behavioral_risk_3week_avg,6,0.40005579,Suspicious behavior stayed elevated over several weeks
18138,1,total_activity,409,3.33961903,Overall system activity was unusually high
18138,2,combined_risk,3.248040314,1.672795229,Multiple risk signals increased at the same time
18138,3,behavioral_risk_3week_avg,8,1.130147086,Suspicious behavior stayed elevated over several weeks
35775,1,total_activity,226,3.18887717,Overall system activity was unusually high
35775,2,combined_risk,2.646323255,2.587980195,Multiple risk signals increased at the same time
35775,3,file_activity,60,0.501728919,File-related activity was unusually high
24299,1,total_activity,245,3.929340484,Overall system activity was unusually high
24299,2,behavioral_risk_3week_avg,4.333333333,0.539149196,Suspicious behavior stayed elevated over several weeks
24299,3,combined_risk,2.182157521,0.459193212,Multiple risk signals increased at the same time
4287,1,total_activity,167,2.447412218,Overall system activity was unusually high
4287,2,combined_risk,2.100597238,0.849145803,Multiple risk signals increased at the same time
4287,3,behavioral_risk_3week_avg,4.333333333,0.781234895,Suspicious behavior stayed elevated over several weeks
5085,1,combined_risk,3.115154909,3.011898978,Multiple risk signals increased at the same time
5085,2,total_activity,195,1.728362513,Overall system activity was unusually high
5085,3,file_activity,87,1.090825577,File-related activity was unusually high
11215,1,combined_risk,2.616274729,3.176637023,Multiple risk signals increased at the same time
11215,2,total_activity,180,2.126258404,Overall system activity was unusually high
11215,3,behavioral_risk_3week_avg,5,0.41576848,Suspicious behavior stayed elevated over several weeks
34085,1,total_activity,267,3.30344796,Overall system activity was unusually high
34085,2,combined_risk,3.174505412,2.909015297,Multiple risk signals increased at the same time
34085,3,file_activity,71,0.72714791,File-related activity was unusually high
12481,1,combined_risk,3.600037327,3.591516852,Multiple risk signals increased at the same time
12481,2,http_weekly_active_days,5.504626106,2.088846791,Web activity occurred across many days
12481,3,behavioral_risk_3week_avg,7,1.416166645,Suspicious behavior stayed elevated over several weeks
18170,1,combined_risk,4.57241508,2.36787763,Multiple risk signals increased at the same time
18170,2,behavioral_risk_3week_avg,7.333333333,1.437899289,Suspicious behavior stayed elevated over several weeks
18170,3,device_weekly_distinct_pcs_used,11.85641362,1.046046777,External devices were used on multiple computers
12929,1,total_activity,277,3.024857546,Overall system activity was unusually high
12929,2,combined_risk,2.680291153,2.235734042,Multiple risk signals increased at the same time
12929,3,file_activity,124,1.134449953,File-related activity was unusually high
17377,1,total_activity,371,2.761292762,Overall system activity was unusually high
17377,2,combined_risk,3.2383352,1.332376908,Multiple risk signals increased at the same time
17377,3,behavioral_risk_3week_avg,7.333333333,1.251980401,Suspicious behavior stayed elevated over several weeks
16126,1,combined_risk,3.150615901,3.054650036,Multiple risk signals increased at the same time
16126,2,total_activity,256,2.407150293,Overall system activity was unusually high
16126,3,file_activity,124,1.078601371,File-related activity was unusually high
12959,1,combined_risk,2.591638671,2.637740514,Multiple risk signals increased at the same time
12959,2,behavioral_risk_3week_avg,4.333333333,0.657602178,Suspicious behavior stayed elevated over several weeks
12959,3,logon_weekly_active_days,-2.122578512,0.65230935,Login activity occurred across many days
1176,1,combined_risk,3.064949608,4.03864902,Multiple risk signals increased at the same time
1176,2,http_weekly_active_days,5.504626106,1.721914674,Web activity occurred across many days
1176,3,behavioral_risk_3week_avg,6,0.399446193,Suspicious behavior stayed elevated over several weeks
37806,1,combined_risk,3.164427025,3.052942728,Multiple risk signals increased at the same time
37806,2,total_activity,270,2.538072035,Overall system activity was unusually high
37806,3,file_activity,125,1.067959368,File-related activity was unusually high
32105,1,combined_risk,3.064762971,3.506557525,Multiple risk signals increased at the same time
32105,2,http_weekly_active_days,5.504626106,1.27022005,Web activity occurred across many days
32105,3,total_activity,107,0.489926993,Overall system activity was unusually high
26924,1,combined_risk,3.606756252,3.556628216,Multiple risk signals increased at the same time
26924,2,http_weekly_active_days,5.504626106,2.094309521,Web activity occurred across many days
26924,3,behavioral_risk_3week_avg,7,1.41666448,Suspicious behavior stayed elevated over several weeks
19935,1,combined_risk,2.632512131,2.979098203,Multiple risk signals increased at the same time
19935,2,total_activity,185,2.067855261,Overall system activity was unusually high
19935,3,email_weekly_emails_with_attachments,4.827256179,0.296164179,Many emails included attachments
31708,1,combined_risk,3.066442703,3.961072255,Multiple risk signals increased at the same time
31708,2,http_weekly_active_days,5.504626106,1.378482534,Web activity occurred across many days
31708,3,behavioral_risk_3week_avg,6,0.399980896,Suspicious behavior stayed elevated over several weeks
12879,1,total_activity,196,3.589489882,Overall system activity was unusually high
12879,2,file_activity,105,1.359696531,File-related activity was unusually high
12879,3,logon_weekly_active_days,-1.428846822,0.439333929,Login activity occurred across many days
18169,1,total_activity,229,3.18324574,Overall system activity was unusually high
18169,2,behavioral_risk_3week_avg,7,1.244831502,Suspicious behavior stayed elevated over several weeks
18169,3,combined_risk,2.637737962,1.123061142,Multiple risk signals increased at the same time
1000,1,combined_risk,3.603210153,2.971108602,Multiple risk signals increased at the same time
1000,2,http_weekly_active_days,5.504626106,1.777364449,Web activity occurred across many days
1000,3,behavioral_risk_3week_avg,7,1.427098925,Suspicious behavior stayed elevated over several weeks
40069,1,combined_risk,3.290033595,3.083158803,Multiple risk signals increased at the same time
40069,2,total_activity,490,2.609611984,Overall system activity was unusually high
40069,3,file_activity,242,1.068481001,File-related activity was unusually high
40070,1,combined_risk,3.791153415,3.051955779,Multiple risk signals increased at the same time
40070,2,total_activity,492,2.615002206,Overall system activity was unusually high
40070,3,file_activity,240,1.094261967,File-related activity was unusually high
27622,1,combined_risk,2.600037327,2.768315651,Multiple risk signals increased at the same time
27622,2,total_activity,177,1.550303354,Overall system activity was unusually high
27622,3,device_weekly_avg_device_connections_per_day,4.451948756,0.711130991,Daily external device usage was unusually high
34389,1,total_activity,258,2.732371134,Overall system activity was unusually high
34389,2,combined_risk,4.170959313,2.100538749,Multiple risk signals increased at the same time
34389,3,http_weekly_active_days,5.504626106,1.650943806,Web activity occurred across many days
24641,1,combined_risk,3.710339679,3.078845963,Multiple risk signals increased at the same time
24641,2,total_activity,356,2.693427673,Overall system activity was unusually high
24641,3,file_activity,170,1.097126573,File-related activity was unusually high
41038,1,combined_risk,3.078387458,4.254326431,Multiple risk signals increased at the same time
41038,2,http_weekly_active_days,5.504626106,1.886171579,Web activity occurred across many days
41038,3,http_weekly_total_http_events,6.20543292,0.467927694,Web usage was unusually high
9653,1,combined_risk,3.123366928,3.49967083,Multiple risk signals increased at the same time
9653,2,total_activity,180,1.880995933,Overall system activity was unusually high
9653,3,behavioral_risk_3week_avg,5.666666667,0.358142802,Suspicious behavior stayed elevated over several weeks
33015,1,combined_risk,3.611235536,3.556628216,Multiple risk signals increased at the same time
33015,2,http_weekly_active_days,5.504626106,2.094309521,Web activity occurred across many days
33015,3,behavioral_risk_3week_avg,7,1.416662315,Suspicious behavior stayed elevated over several weeks
9646,1,combined_risk,2.615528182,3.206708676,Multiple risk signals increased at the same time
9646,2,total_activity,163,1.545404599,Overall system activity was unusually high
9646,3,behavioral_risk_3week_avg,5,0.512917397,Suspicious behavior stayed elevated over several weeks
28752,1,combined_risk,2.623180291,3.106098477,Multiple risk signals increased at the same time
28752,2,total_activity,184,1.904500681,Overall system activity was unusually high
28752,3,behavioral_risk_3week_avg,4.333333333,0.491753935,Suspicious behavior stayed elevated over several weeks
10915,1,total_activity,358,2.533458401,Overall system activity was unusually high
10915,2,combined_risk,3.219858156,2.09806623,Multiple risk signals increased at the same time
10915,3,behavioral_risk_3week_avg,6.666666667,1.08442085,Suspicious behavior stayed elevated over several weeks
26210,1,total_activity,236,3.926944889,Overall system activity was unusually high
26210,2,combined_risk,2.159387831,0.771757686,Multiple risk signals increased at the same time
26210,3,email_weekly_emails_with_attachments,2.104649079,0.2726759,Many emails included attachments
40436,1,logon_weekly_distinct_pcs,1.838302407,1.591881341,Logins came from multiple computers
40436,2,combined_risk,2.100783875,1.386592115,Multiple risk signals increased at the same time
40436,3,logon_weekly_active_days,-2.122578512,1.196588117,Login activity occurred across many days
17103,1,combined_risk,3.066442703,3.962036377,Multiple risk signals increased at the same time
17103,2,http_weekly_active_days,5.504626106,1.392024003,Web activity occurred across many days
17103,3,behavioral_risk_3week_avg,6,0.399980896,Suspicious behavior stayed elevated over several weeks
23268,1,combined_risk,2.597984323,2.858763003,Multiple risk signals increased at the same time
23268,2,total_activity,160,1.169363001,Overall system activity was unusually high
23268,3,device_weekly_avg_device_connections_per_day,4.342504712,0.915293369,Daily external device usage was unusually high
20234,1,combined_risk,3.15714819,3.084681023,Multiple risk signals increased at the same time
20234,2,total_activity,260,2.590566629,Overall system activity was unusually high
20234,3,file_activity,110,1.097492221,File-related activity was unusually high
16105,1,total_activity,501,2.653660823,Overall system activity was unusually high
16105,2,combined_risk,3.796379246,2.01260681,Multiple risk signals increased at the same time
16105,3,behavioral_risk_3week_avg,6.666666667,1.085939134,Suspicious behavior stayed elevated over several weeks
19837,1,combined_risk,3.5806271,3.423492771,Multiple risk signals increased at the same time
19837,2,http_weekly_active_days,5.504626106,1.767429404,Web activity occurred across many days
19837,3,behavioral_risk_3week_avg,7,1.420680481,Suspicious behavior stayed elevated over several weeks
9644,1,combined_risk,2.617954461,2.735828075,Multiple risk signals increased at the same time
9644,2,total_activity,171,1.600928425,Overall system activity was unusually high
9644,3,behavioral_risk_3week_avg,4.333333333,0.608292386,Suspicious behavior stayed elevated over several weeks
34084,1,total_activity,255,3.239565345,Overall system activity was unusually high
34084,2,combined_risk,3.165360209,3.074042875,Multiple risk signals increased at the same time
34084,3,file_activity,71,0.718635258,File-related activity was unusually high
9962,1,combined_risk,3.608249347,3.556628216,Multiple risk signals increased at the same time
9962,2,http_weekly_active_days,5.504626106,2.088830509,Web activity occurred across many days
9962,3,behavioral_risk_3week_avg,7,1.416129777,Suspicious behavior stayed elevated over several weeks
40985,1,combined_risk,2.620380739,2.53182666,Multiple risk signals increased at the same time
40985,2,total_activity,200,1.929992254,Overall system activity was unusually high
40985,3,file_activity,125,1.047379756,File-related activity was unusually high
37803,1,total_activity,288,3.101427851,Overall system activity was unusually high
37803,2,combined_risk,2.674505412,2.553067097,Multiple risk signals increased at the same time
37803,3,file_activity,127,1.170790306,File-related activity was unusually high
28947,1,combined_risk,3.564949608,3.751988304,Multiple risk signals increased at the same time
28947,2,http_weekly_active_days,5.504626106,1.843794976,Web activity occurred across many days
28947,3,behavioral_risk_3week_avg,7,1.389089709,Suspicious behavior stayed elevated over several weeks
17563,1,total_activity,295,3.187746331,Overall system activity was unusually high
17563,2,combined_risk,2.676558417,2.569160895,Multiple risk signals increased at the same time
17563,3,file_activity,142,1.179566342,File-related activity was unusually high
30485,1,total_activity,363,3.121659465,Overall system activity was unusually high
30485,2,combined_risk,4.232736096,2.32228381,Multiple risk signals increased at the same time
30485,3,behavioral_risk_3week_avg,6.666666667,1.268146134,Suspicious behavior stayed elevated over several weeks
17007,1,combined_risk,3.608249347,3.574281054,Multiple risk signals increased at the same time
17007,2,http_weekly_active_days,5.504626106,2.032053481,Web activity occurred across many days
17007,3,behavioral_risk_3week_avg,7,1.416129777,Suspicious behavior stayed elevated over several weeks
5294,1,combined_risk,2.084173199,1.349193648,Multiple risk signals increased at the same time
5294,2,total_activity,145,0.995719294,Overall system activity was unusually high
5294,3,behavioral_risk_3week_avg,5.666666667,0.909044731,Suspicious behavior stayed elevated over several weeks
21499,1,total_activity,242,2.839571379,Overall system activity was unusually high
21499,2,combined_risk,2.642963792,2.55294856,Multiple risk signals increased at the same time
21499,3,file_activity,112,1.162277655,File-related activity was unusually high
4799,1,combined_risk,3.118327734,3.14830908,Multiple risk signals increased at the same time
4799,2,total_activity,211,1.839036844,Overall system activity was unusually high
4799,3,file_activity,116,0.980125306,File-related activity was unusually high
38749,1,combined_risk,2.641097424,2.911085579,Multiple risk signals increased at the same time
38749,2,total_activity,190,2.141173131,Overall system activity was unusually high
38749,3,behavioral_risk_3week_avg,4.666666667,0.278523064,Suspicious behavior stayed elevated over several weeks
34270,1,total_activity,299,3.568600679,Overall system activity was unusually high
34270,2,combined_risk,2.683837253,2.857716733,Multiple risk signals increased at the same time
34270,3,device_weekly_avg_device_connections_per_day,4.561392799,0.838766105,Daily external device usage was unusually high
30496,1,combined_risk,3.151549085,3.248519206,Multiple risk signals increased at the same time
30496,2,total_activity,237,3.141868775,Overall system activity was unusually high
30496,3,device_weekly_avg_device_connections_per_day,4.19657932,0.462771289,Daily external device usage was unusually high
10631,1,total_activity,218,2.930417045,Overall system activity was unusually high
10631,2,combined_risk,2.645763345,2.89025502,Multiple risk signals increased at the same time
10631,3,behavioral_risk_3week_avg,5,0.373285777,Suspicious behavior stayed elevated over several weeks
3956,1,combined_risk,2.627846211,3.181982797,Multiple risk signals increased at the same time
3956,2,total_activity,180,1.81254904,Overall system activity was unusually high
3956,3,behavioral_risk_3week_avg,5,0.545062062,Suspicious behavior stayed elevated over several weeks
12876,1,combined_risk,2.637364688,2.650519654,Multiple risk signals increased at the same time
12876,2,total_activity,217,2.643605187,Overall system activity was unusually high
12876,3,file_activity,112,0.982101818,File-related activity was unusually high
5823,1,total_activity,266,4.238694227,Overall system activity was unusually high
5823,2,behavioral_risk_3week_avg,4.333333333,0.515498679,Suspicious behavior stayed elevated over several weeks
5823,3,combined_risk,2.197835013,0.477178904,Multiple risk signals increased at the same time
4403,1,combined_risk,2.622807018,2.69084359,Multiple risk signals increased at the same time
4403,2,total_activity,174,1.601026219,Overall system activity was unusually high
4403,3,behavioral_risk_3week_avg,4.666666667,0.469208274,Suspicious behavior stayed elevated over several weeks
1232,1,combined_risk,3.689063083,2.811169952,Multiple risk signals increased at the same time
1232,2,total_activity,306,2.635477375,Overall system activity was unusually high
1232,3,file_activity,187,0.921884222,File-related activity was unusually high
24566,1,total_activity,236,4.22130705,Overall system activity was unusually high
24566,2,combined_risk,2.162560657,0.920747955,Multiple risk signals increased at the same time
24566,3,logon_weekly_active_days,-1.428846822,0.743589722,Login activity occurred across many days
34631,1,total_activity,505,2.638506574,Overall system activity was unusually high
34631,2,combined_risk,3.798618888,2.012923054,Multiple risk signals increased at the same time
34631,3,file_activity,252,1.078757356,File-related activity was unusually high
13687,1,combined_risk,2.607876073,3.047187702,Multiple risk signals increased at the same time
13687,2,total_activity,152,1.247909823,Overall system activity was unusually high
13687,3,behavioral_risk_3week_avg,5,0.552508726,Suspicious behavior stayed elevated over several weeks
1435,1,total_activity,314,1.922984469,Overall system activity was unusually high
1435,2,combined_risk,4.683090705,1.708188468,Multiple risk signals increased at the same time
1435,3,behavioral_risk_3week_avg,8.666666667,1.100437975,Suspicious behavior stayed elevated over several weeks
21480,1,total_activity,254,3.015211503,Overall system activity was unusually high
21480,2,combined_risk,2.649869354,2.553022364,Multiple risk signals increased at the same time
21480,3,file_activity,123,1.170790306,File-related activity was unusually high
12922,1,total_activity,284,2.771251606,Overall system activity was unusually high
12922,2,combined_risk,3.181970885,2.703469016,Multiple risk signals increased at the same time
12922,3,file_activity,138,1.139174585,File-related activity was unusually high
17533,1,total_activity,655,2.553733537,Overall system activity was unusually high
17533,2,combined_risk,4.391564016,2.045684209,Multiple risk signals increased at the same time
17533,3,behavioral_risk_3week_avg,7.333333333,1.303523059,Suspicious behavior stayed elevated over several weeks
40969,1,combined_risk,3.586039567,2.395111382,Multiple risk signals increased at the same time
40969,2,behavioral_risk_3week_avg,6.666666667,1.405132182,Suspicious behavior stayed elevated over several weeks
40969,3,file_activity,83,1.068172151,File-related activity was unusually high
17255,1,total_activity,620,2.610748913,Overall system activity was unusually high
17255,2,combined_risk,4.883725271,1.596808668,Multiple risk signals increased at the same time
17255,3,behavioral_risk_3week_avg,8,1.292313695,Suspicious behavior stayed elevated over several weeks
37819,1,total_activity,281,3.108654266,Overall system activity was unusually high
37819,2,combined_risk,2.670212766,2.599087423,Multiple risk signals increased at the same time
37819,3,file_activity,128,1.162217293,File-related activity was unusually high
5096,1,combined_risk,3.144830161,3.096109418,Multiple risk signals increased at the same time
5096,2,total_activity,245,2.377724702,Overall system activity was unusually high
5096,3,file_activity,116,1.097126573,File-related activity was unusually high
11816,1,combined_risk,3.033594625,4.024981781,Multiple risk signals increased at the same time
11816,2,http_weekly_active_days,5.504626106,1.721397764,Web activity occurred across many days
11816,3,behavioral_risk_3week_avg,6,0.399446193,Suspicious behavior stayed elevated over several weeks
23061,1,combined_risk,3.608995894,3.556628216,Multiple risk signals increased at the same time
23061,2,http_weekly_active_days,5.504626106,2.088846791,Web activity occurred across many days
23061,3,behavioral_risk_3week_avg,7,1.416127612,Suspicious behavior stayed elevated over several weeks
4757,1,combined_risk,3.110115715,2.965226498,Multiple risk signals increased at the same time
4757,2,total_activity,193,1.760415816,Overall system activity was unusually high
4757,3,file_activity,101,1.090825577,File-related activity was unusually high
13685,1,combined_risk,3.09873087,3.48164701,Multiple risk signals increased at the same time
13685,2,behavioral_risk_3week_avg,4.666666667,0.426097441,Suspicious behavior stayed elevated over several weeks
13685,3,email_weekly_emails_with_attachments,4.243840372,0.388393151,Many emails included attachments
18130,1,total_activity,377,2.700551162,Overall system activity was unusually high
18130,2,combined_risk,4.23012318,1.571277007,Multiple risk signals increased at the same time
18130,3,behavioral_risk_3week_avg,9,0.988291405,Suspicious behavior stayed elevated over several weeks
24344,1,combined_risk,2.623926838,2.433620839,Multiple risk signals increased at the same time
24344,2,total_activity,194,2.415952005,Overall system activity was unusually high
24344,3,file_activity,67,0.448067603,File-related activity was unusually high
10937,1,combined_risk,3.064949608,4.038355169,Multiple risk signals increased at the same time
10937,2,http_weekly_active_days,5.504626106,1.721923017,Web activity occurred across many days
10937,3,behavioral_risk_3week_avg,6,0.399521087,Suspicious behavior stayed elevated over several weeks
21485,1,combined_risk,3.140910788,3.021084136,Multiple risk signals increased at the same time
21485,2,total_activity,238,2.330240652,Overall system activity was unusually high
21485,3,file_activity,107,1.094517094,File-related activity was unusually high
33503,1,total_activity,217,2.371115706,Overall system activity was unusually high
33503,2,combined_risk,4.148749533,2.350678836,Multiple risk signals increased at the same time
33503,3,http_weekly_active_days,5.504626106,1.882490809,Web activity occurred across many days
29167,1,combined_risk,4.119074281,2.5208695,Multiple risk signals increased at the same time
29167,2,http_weekly_active_days,5.504626106,1.58934547,Web activity occurred across many days
29167,3,total_activity,184,1.552799763,Overall system activity was unusually high
16118,1,combined_risk,3.150989175,3.071821145,Multiple risk signals increased at the same time
16118,2,total_activity,256,2.394311685,Overall system activity was unusually high
16118,3,file_activity,126,1.078235722,File-related activity was unusually high
4798,1,combined_risk,2.616088093,2.584034201,Multiple risk signals increased at the same time
4798,2,total_activity,207,2.057159557,Overall system activity was unusually high
4798,3,file_activity,120,1.154362843,File-related activity was unusually high
7517,1,combined_risk,2.620754013,2.696977524,Multiple risk signals increased at the same time
7517,2,total_activity,187,2.124919416,Overall system activity was unusually high
7517,3,file_activity,55,0.475330527,File-related activity was unusually high
23241,1,total_activity,333,3.40283581,Overall system activity was unusually high
23241,2,combined_risk,3.209033221,3.318858091,Multiple risk signals increased at the same time
23241,3,device_weekly_avg_device_connections_per_day,4.342504712,0.896357651,Daily external device usage was unusually high
26639,1,total_activity,273,3.00669214,Overall system activity was unusually high
26639,2,combined_risk,2.66648003,2.578250763,Multiple risk signals increased at the same time
