user,email_risk,file_risk,device_risk,sna_risk,explanation,mitre_tactic,mitre_technique,mitre_id
ZJS0269,0.00081,0.0,0.0,0.000556,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SDB0106,0.00081,0.0,0.0,0.000556,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DVW0103,0.00081,0.0,0.0,0.000556,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RGN0408,0.0008,0.0,0.0,0.000549,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MDM0976,0.0008,0.0,0.0,0.000549,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NCK0421,0.0008,0.0,0.0,0.000549,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OKB0439,0.0008,0.0,0.0,0.000549,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ONL0276,0.0008,0.0,0.0,0.000549,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IUY0279,0.0008,0.0,0.0,0.000549,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MES0407,0.0008,0.0,0.0,0.000549,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HCW0419,0.0008,0.0,0.0,0.000549,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ATF0274,0.0008,0.0,0.0,0.000549,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HJA0018,0.0008,0.0,0.0,0.000549,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JGT0221,0.00043,8.6e-05,0.00047,0.000548,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LDB0090,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TSM0927,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HKB0418,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OKC0107,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BSA0431,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SOG0411,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HAC0282,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KRL0062,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CAM0102,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RAG0275,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RAH0440,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PKB0429,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DGF0443,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HIA0414,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CJF0802,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ROB0272,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RVC0232,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PGO0433,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AOB0019,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BLB0114,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ZMC0284,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NCE0097,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ETR0428,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CKB0427,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OJK0233,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ANT0430,0.00079,0.0,0.0,0.000542,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JTM0223,0.00042,8.6e-05,0.00047,0.000541,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CIG0052,0.00078,0.0,0.0,0.000535,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PKB0281,0.00078,0.0,0.0,0.000535,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PDW0259,0.00078,0.0,0.0,0.000535,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GLR0975,0.00078,0.0,0.0,0.000535,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SVL0803,0.00078,0.0,0.0,0.000535,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CBG0398,0.00078,0.0,0.0,0.000535,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CCH0685,0.00078,0.0,0.0,0.000535,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RAS0432,0.00078,0.0,0.0,0.000535,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ALH0402,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ADF0397,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SMB0804,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KVS0425,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JCR0921,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NNS0059,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NJB0243,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
UCS0227,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AIS0405,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SSH0799,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AIP0394,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KCB0815,0.00077,0.0,0.0,0.000528,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AAF0791,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BBH0810,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WTF0387,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ASG0692,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MIL0255,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SMW0084,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GAF0060,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DHM0937,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ECL0930,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CUD0795,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LFS0071,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PTH0552,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KSH0569,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SDF0017,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NAB0801,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CNM0800,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
VEB0935,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ORM0669,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CCC0393,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BJH0811,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FSB0399,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HRW0550,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TRK0914,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GAF0570,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BLL0929,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TMA0069,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DLF0377,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BMC0547,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TEB0251,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CKD0680,0.00076,0.0,0.0,0.000521,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
OCB0805,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BTN0061,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
VAA0087,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JAM0382,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DBS0235,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RNL0695,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CAB0388,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MMG0943,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WAS0254,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AKC0924,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KBL0260,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JCV0245,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ZSK0258,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KKC0683,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MLP0668,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MHA0798,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PMJ0564,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JNA0559,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ADC0391,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
YEV0793,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NBH0256,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AMR0400,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IYB0918,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GJT0386,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SRS0231,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ANP0555,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NCO0666,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RJM0381,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NHE0919,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AQD0820,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JGM0934,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AIH0675,0.00075,0.0,0.0,0.000514,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TLM0797,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DZC0228,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EBC0390,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
XBN0229,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DAG0558,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KRM0541,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SVL0940,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ARA0252,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ONW0083,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ACV0812,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CEL0561,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SSG0250,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RRA0938,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DJS0682,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BWH0813,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WLV0566,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RJB0088,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ABC0253,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JER0404,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KAL0395,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DLS0383,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SAC0687,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SOF0808,0.00074,0.0,0.0,0.000508,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IWM0816,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ASL0378,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JPA0667,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RFP0380,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HAH0248,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MKL0941,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SJF0094,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NKH0807,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NGO0690,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ABN0239,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TCD0009,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DOP0562,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FIR0920,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MSD0939,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MHG0244,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DBG0261,0.00073,0.0,0.0,0.000501,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GCR0554,0.00072,0.0,0.0,0.000494,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SNS0129,0.00072,0.0,0.0,0.000494,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HLM0933,0.00072,0.0,0.0,0.000494,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BNG0237,0.00072,0.0,0.0,0.000494,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AMH0794,0.00072,0.0,0.0,0.000494,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
PBP0002,0.00072,0.0,0.0,0.000494,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
WTR0563,0.00072,0.0,0.0,0.000494,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CSC0217,0.00035,8.6e-05,0.00047,0.000493,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HSG0818,0.00071,0.0,0.0,0.000487,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HGG0240,0.00071,0.0,0.0,0.000487,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ALD0544,0.00071,0.0,0.0,0.000487,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JOL0024,0.00071,0.0,0.0,0.000487,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KAC0124,0.00069,0.0,0.0,0.000473,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ETR0177,0.00069,0.0,0.0,0.000473,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MSH0040,0.00069,0.0,0.0,0.000473,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
EIP0997,0.00069,0.0,0.0,0.000473,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JIG0128,0.00068,0.0,0.0,0.000466,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JJB0127,0.00068,0.0,0.0,0.000466,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KBC0054,0.00068,0.0,0.0,0.000466,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TJD0996,0.00068,0.0,0.0,0.000466,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CWB0065,0.00067,0.0,0.0,0.00046,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JKB0126,0.00067,0.0,0.0,0.00046,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KNG0672,0.00067,0.0,0.0,0.00046,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
IIA0092,0.00067,0.0,0.0,0.00046,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HBB0056,0.00066,0.0,0.0,0.000453,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DVM0265,0.00066,0.0,0.0,0.000453,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TTD1000,0.00066,0.0,0.0,0.000453,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RMS0266,0.00066,0.0,0.0,0.000453,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SOB0360,0.00066,0.0,0.0,0.000453,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KSP0357,0.00066,0.0,0.0,0.000453,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SER0165,0.00065,0.0,0.0,0.000446,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TDJ0998,0.00065,0.0,0.0,0.000446,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NRD0548,0.00065,0.0,0.0,0.000446,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BSB0990,0.00065,0.0,0.0,0.000446,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HAM0985,0.00064,0.0,0.0,0.000439,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NKH0979,0.00064,0.0,0.0,0.000439,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BCB0679,0.00064,0.0,0.0,0.000439,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HAV0121,0.00063,0.0,0.0,0.000432,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
YIC0195,0.00063,0.0,0.0,0.000432,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
NAR0981,0.00063,0.0,0.0,0.000432,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
RDM0115,0.00063,0.0,0.0,0.000432,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
YCE0983,0.00063,0.0,0.0,0.000432,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TOR0193,0.00063,0.0,0.0,0.000432,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TLK0993,0.00062,0.0,0.0,0.000425,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KNB0022,0.00062,0.0,0.0,0.000425,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LMF0980,0.00062,0.0,0.0,0.000425,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CSP0197,0.00062,0.0,0.0,0.000425,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
FRB0023,0.00062,0.0,0.0,0.000425,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KTG0091,0.00061,0.0,0.0,0.000418,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LAF0991,0.00061,0.0,0.0,0.000418,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SAP0867,0.0006,0.0,0.0,0.000412,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SAT0194,0.0006,0.0,0.0,0.000412,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
HOB0994,0.0006,0.0,0.0,0.000412,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MKS0204,0.00059,0.0,0.0,0.000405,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
QNF0205,0.00058,0.0,0.0,0.000398,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ENC0234,0.00058,0.0,0.0,0.000398,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ASB0796,0.00057,0.0,0.0,0.000391,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MBG0438,0.00056,0.0,0.0,0.000384,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GOK0238,0.00056,0.0,0.0,0.000384,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
GRC0145,0.00055,0.0,0.0,0.000377,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KBB0189,0.00055,0.0,0.0,0.000377,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SPA0141,0.00054,0.0,0.0,0.00037,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
ASG0048,0.00054,0.0,0.0,0.00037,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BYP0070,0.00054,0.0,0.0,0.00037,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CIM0926,0.00054,0.0,0.0,0.00037,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
BMS0877,0.00053,0.0,0.0,0.000364,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
COF0120,0.00053,0.0,0.0,0.000364,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KRG0158,0.00053,0.0,0.0,0.000364,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
JMH0543,0.00052,0.0,0.0,0.000357,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KJA0152,0.00052,0.0,0.0,0.000357,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
AHC0142,0.00052,0.0,0.0,0.000357,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
TEM0093,0.00052,0.0,0.0,0.000357,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MAD0496,0.00051,0.0,0.0,0.00035,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CJK0200,0.00051,0.0,0.0,0.00035,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SRH0155,0.00051,0.0,0.0,0.00035,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
MAH0149,0.0005,0.0,0.0,0.000343,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
YDN0198,0.00049,0.0,0.0,0.000336,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
KVT0028,0.00048,0.0,0.0,0.000329,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
SSR0278,0.00048,0.0,0.0,0.000329,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
CKH0144,0.00047,0.0,0.0,0.000322,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
DLH0029,0.00046,0.0,0.0,0.000316,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
LAP0338,0.00046,0.0,0.0,0.000316,No significant anomalous behavior,Low Risk,No ATT&CK Technique Triggered,
